Key,Source,Context,English
FuriousRamsayUMAAidenEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAWillieEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAHodorEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAKimEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAClintEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARichieEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAGabrielleEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMACharlotteEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARoxyEnemyTreasureTier2,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAAidenEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAWillieEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAHodorEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAKimEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAClintEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARichieEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAGabrielleEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMACharlotteEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARoxyEnemyTreasureTier3,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAAidenEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAWillieEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAHodorEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAKimEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAClintEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARichieEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAGabrielleEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMACharlotteEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARoxyEnemyTreasureTier4,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAAidenEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAWillieEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAHodorEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAKimEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAClintEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARichieEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAGabrielleEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMACharlotteEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARoxyEnemyTreasureTier5,entityclasses,Entity,Black Shield Bandit

FuriousRamsayUMAAidenEnemy,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAHodorEnemy,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARichieEnemy,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAWillieEnemy,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAKimEnemy,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMACharlotteEnemy,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMARoxyEnemy,entityclasses,Entity,Black Shield Bandit
FuriousRamsayUMAGabrielleEnemy,entityclasses,Entity,Black Shield Captain
FuriousRamsayUMAClintEnemy,entityclasses,Entity,Black Shield Captain

FuriousRamsayUMAJimZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAEmmaZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAMikeZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAMariaZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAAidenZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMACharlotteZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAWillieZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAHodorZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMARayahZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAKimZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMARoxyZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAEarlZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMARichieZombie,entityclasses,Entity,Black Shield Zombie
FuriousRamsayUMAGabrielleZombie,entityclasses,Entity,Black Shield Zombie Captain
FuriousRamsayUMAClintZombie,entityclasses,Entity,Black Shield Zombie Captain

FuriousRamsayUMAAidenZombieFeral,entityclasses,Entity,Black Shield Bandit (Feral)
FuriousRamsayUMAHodorZombieFeral,entityclasses,Entity,Black Shield Bandit (Feral)
FuriousRamsayUMARichieZombieFeral,entityclasses,Entity,Black Shield Bandit (Feral)
FuriousRamsayUMAWillieZombieFeral,entityclasses,Entity,Black Shield Bandit (Feral)
FuriousRamsayUMAKimZombieFeral,entityclasses,Entity,Black Shield Bandit (Feral)
FuriousRamsayUMACharlotteZombieFeral,entityclasses,Entity,Black Shield Bandit (Feral)
FuriousRamsayUMARoxyZombieFeral,entityclasses,Entity,Black Shield Bandit (Feral)
FuriousRamsayUMAGabrielleZombieFeral,entityclasses,Entity,Black Shield Captain (Feral)
FuriousRamsayUMAClintZombieFeral,entityclasses,Entity,Black Shield Captain (Feral)

FuriousRamsayUMAJimZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAEmmaZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAMikeZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAMariaZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAAidenZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMACharlotteZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAWillieZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAHodorZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMARayahZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAKimZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMARoxyZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAEarlZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMARichieZombieRage,entityclasses,Entity,Black Shield Zombie (Bezerker)
FuriousRamsayUMAGabrielleZombieRage,entityclasses,Entity,Black Shield Zombie Captain (Bezerker)
FuriousRamsayUMAClintZombieRage,entityclasses,Entity,Black Shield Zombie Captain (Bezerker)

FuriousRamsayUMAGabrielleZombieShockedRage,entityclasses,Entity,Black Shield Zombie Captain (Shocking)
FuriousRamsayUMAClintZombieShockedRage,entityclasses,Entity,Black Shield Zombie Captain (Shocking)

FuriousRamsayUMAJack,entityclasses,Entity,Trader Network Commander
FuriousRamsayUMADante,entityclasses,Entity,Trader Network Commander
FuriousRamsayUMALee,entityclasses,Entity,Trader Network Commander

FuriousRamsayUMAMaleSoldier1,entityclasses,Entity,Trader Network Soldier
FuriousRamsayUMAMaleSoldier2,entityclasses,Entity,Trader Network Soldier
FuriousRamsayUMAMaleSoldier3,entityclasses,Entity,Trader Network Soldier
FuriousRamsayUMAFemaleSoldier1,entityclasses,Entity,Trader Network Soldier
FuriousRamsayUMAFemaleSoldier2,entityclasses,Entity,Trader Network Soldier

FuriousRamsayTrainerTier1,entityclasses,Entity,Horde Trainer
FuriousRamsayTrainerTier2,entityclasses,Entity,Horde Trainer
FuriousRamsayTrainerTier3,entityclasses,Entity,Horde Trainer
FuriousRamsayTrainerTier4,entityclasses,Entity,Horde Trainer
FuriousRamsayTrainerTier5,entityclasses,Entity,Horde Trainer

zombieArleneTrainer,entityclasses,Entity,Putrid Girl
zombieBikerTrainer,entityclasses,Entity,Zombie Biker
zombieBoeTrainer,entityclasses,Entity,Infected Survivor
zombieBusinessManTrainer,entityclasses,Entity,Zombie Businessman
zombieCheerleaderTrainer,entityclasses,Entity,Cheerleader Zombie
zombieDarleneTrainer,entityclasses,Entity,Decayed Mother
zombieFarmerTrainer,entityclasses,Entity,Zombie Farmer
zombieFatCopTrainer,entityclasses,Entity,Infected Policeman
zombieFatHawaiianTrainer,entityclasses,Entity,Disturbed Tourist
zombieFemaleFatTrainer,entityclasses,Entity,Hungry Zombie
zombieJoeTrainer,entityclasses,Entity,Festering Cadaver
zombieMarleneTrainer,entityclasses,Entity,Departed Woman
zombieMoeTrainer,entityclasses,Entity,Bloated Walker
zombieNurseTrainer,entityclasses,Entity,Plagued Nurse
zombieOldTimerTrainer,entityclasses,Entity,Zombie Cowboy
zombieSkateboarderTrainer,entityclasses,Entity,Skater Punk Zombie
zombieSnowTrainer,entityclasses,Entity,Frozen Lumberjack
zombieSoldierTrainer,entityclasses,Entity,Fallen Soldier
zombieSpiderTrainer,entityclasses,Entity,Spider Zombie
zombieSteveTrainer,entityclasses,Entity,Reanimated Corpse
zombieSteveCrawlerTrainer,entityclasses,Entity,Crawler
zombieStripperTrainer,entityclasses,Entity,Zombie Stripper
zombieUtilityWorkerTrainer,entityclasses,Entity,Utility Worker Zombie
zombieYoTrainer,entityclasses,Entity,Rotting Carcass
zombieJanitor,entityclasses,Entity,Zombie Janitor

FuriousRamsayHostileChicken,entityclasses,Entity,"Mutant Chicken"
FuriousRamsayHostileChicken2,entityclasses,Entity,"Mutant Chicken"
FuriousRamsayHostileChicken3,entityclasses,Entity,"Mutant Chicken"
FuriousRamsayHostileChicken4,entityclasses,Entity,"Mutant Chicken"
FuriousRamsayHostileChicken5,entityclasses,Entity,"Mutant Chicken"

FuriousRamsayHostileRabbit,entityclasses,Entity,"Mutant Rabbit"
FuriousRamsayHostileRabbit2,entityclasses,Entity,"Mutant Rabbit"
FuriousRamsayHostileRabbit3,entityclasses,Entity,"Mutant Rabbit"
FuriousRamsayHostileRabbit4,entityclasses,Entity,"Mutant Rabbit"

FuriousRamsayHostileStag,entityclasses,Entity,"Mutant Stag"
FuriousRamsayHostileStag2,entityclasses,Entity,"Mutant Stag"
FuriousRamsayHostileStag3,entityclasses,Entity,"Mutant Stag"
FuriousRamsayHostileStag4,entityclasses,Entity,"Mutant Stag"

FuriousRamsayHostileDoe,entityclasses,Entity,"Mutant Doe"
FuriousRamsayHostileDoe2,entityclasses,Entity,"Mutant Doe"
FuriousRamsayHostileDoe3,entityclasses,Entity,"Mutant Doe"
FuriousRamsayHostileDoe4,entityclasses,Entity,"Mutant Doe"

FuriousRamsayHostileBoar,entityclasses,Entity,"Mutant Boar"
FuriousRamsayHostileBoar2,entityclasses,Entity,"Mutant Boar"
FuriousRamsayHostileBoar3,entityclasses,Entity,"Mutant Boar"
FuriousRamsayHostileBoar4,entityclasses,Entity,"Mutant Boar"

FuriousRamsayHostileCoyote,entityclasses,Entity,"Mutant Coyote"
FuriousRamsayHostileCoyote2,entityclasses,Entity,"Mutant Coyote"
FuriousRamsayHostileCoyote3,entityclasses,Entity,"Mutant Coyote"
FuriousRamsayHostileCoyote4,entityclasses,Entity,"Mutant Coyote"
FuriousRamsayHostileCoyote5,entityclasses,Entity,"Mutant Coyote"
FuriousRamsayHostileCoyote6,entityclasses,Entity,"Mutant Coyote"

FuriousRamsayHostileWolf,entityclasses,Entity,"Mutant Wolf"
FuriousRamsayHostileWolf2,entityclasses,Entity,"Mutant Wolf"
FuriousRamsayHostileWolf3,entityclasses,Entity,"Mutant Wolf"
FuriousRamsayHostileWolf4,entityclasses,Entity,"Mutant Wolf"
FuriousRamsayHostileWolf5,entityclasses,Entity,"Mutant Wolf"
FuriousRamsayHostileWolf6,entityclasses,Entity,"Mutant Wolf"

FuriousRamsayHostileDireWolf,entityclasses,Entity,"Mutant Dire Wolf"
FuriousRamsayHostileDireWolf2,entityclasses,Entity,"Mutant Dire Wolf"
FuriousRamsayHostileDireWolf3,entityclasses,Entity,"Mutant Dire Wolf"
FuriousRamsayHostileDireWolf4,entityclasses,Entity,"Mutant Dire Wolf"
FuriousRamsayHostileDireWolf5,entityclasses,Entity,"Mutant Dire Wolf"
FuriousRamsayHostileDireWolf6,entityclasses,Entity,"Mutant Dire Wolf"

FuriousRamsayHostileMountainLion,entityclasses,Entity,"Mutant Mountain Lion"
FuriousRamsayHostileMountainLion2,entityclasses,Entity,"Mutant Mountain Lion"
FuriousRamsayHostileMountainLion3,entityclasses,Entity,"Mutant Mountain Lion"
FuriousRamsayHostileMountainLion4,entityclasses,Entity,"Mutant Mountain Lion"
FuriousRamsayHostileMountainLion5,entityclasses,Entity,"Mutant Mountain Lion"
FuriousRamsayHostileMountainLion6,entityclasses,Entity,"Mutant Mountain Lion"
FuriousRamsayHostileMountainLion7,entityclasses,Entity,"Mutant Mountain Lion"

FuriousRamsayHostileGrace,entityclasses,Entity,"Grace"

FuriousRamsayHostileBear,entityclasses,Entity,"Mutant Bear"
FuriousRamsayHostileBear2,entityclasses,Entity,"Mutant Bear"
FuriousRamsayHostileBear3,entityclasses,Entity,"Mutant Bear"
FuriousRamsayHostileBear4,entityclasses,Entity,"Mutant Bear"
FuriousRamsayHostileBear5,entityclasses,Entity,"Mutant Bear"
FuriousRamsayHostileBear6,entityclasses,Entity,"Mutant Bear"
FuriousRamsayHostileBear7,entityclasses,Entity,"Mutant Bear"

FuriousRamsayCloakedRabbit,entityclasses,Entity,"Cloaked Mechanical Rabbit"
FuriousRamsayCloakedSnake,entityclasses,Entity,"Cloaked Mechanical Snake"
FuriousRamsayCloakedVulture,entityclasses,Entity,"Cloaked Mechanical Vulture"

FuriousRamsayAllyDogTier1,entityclasses,Entity,"Trader Network Mechanical Dog"
FuriousRamsayAllyWolfTier2,entityclasses,Entity,"Trader Network Mechanical Wolf"
FuriousRamsayAllyLionTier3,entityclasses,Entity,"Trader Network Mechanical Lion"
FuriousRamsayAllyBearTier4,entityclasses,Entity,"Trader Network Mechanical Bear"
FuriousRamsayAllyNPCTier5,entityclasses,Entity,"Trader Network Mechanical Android"

FuriousRamsayAllyDogTier1Biome,entityclasses,Entity,"Trader Network Mechanical Dog"
FuriousRamsayAllyWolfTier2Biome,entityclasses,Entity,"Trader Network Mechanical Wolf"
FuriousRamsayAllyLionTier3Biome,entityclasses,Entity,"Trader Network Mechanical Lion"
FuriousRamsayAllyBearTier4Biome,entityclasses,Entity,"Trader Network Mechanical Bear"
FuriousRamsayAllyNPCTier5Biome,entityclasses,Entity,"Trader Network Mechanical Android"

FuriousRamsayAllyDogTier1Quest,entityclasses,Entity,"Trader Network Mechanical Dog"
FuriousRamsayAllyWolfTier2Quest,entityclasses,Entity,"Trader Network Mechanical Wolf"
FuriousRamsayAllyLionTier3Quest,entityclasses,Entity,"Trader Network Mechanical Lion"
FuriousRamsayAllyBearTier4Quest,entityclasses,Entity,"Trader Network Mechanical Bear"
FuriousRamsayAllyNPCTier5Quest,entityclasses,Entity,"Trader Network Mechanical Android"

FuriousRamsayAllyDogTier1Spawn,entityclasses,Entity,"Trader Network Mechanical Dog"
FuriousRamsayAllyWolfTier2Spawn,entityclasses,Entity,"Trader Network Mechanical Wolf"
FuriousRamsayAllyLionTier3Spawn,entityclasses,Entity,"Trader Network Mechanical Lion"
FuriousRamsayAllyBearTier4Spawn,entityclasses,Entity,"Trader Network Mechanical Bear"
FuriousRamsayAllyNPCTier5Spawn,entityclasses,Entity,"Trader Network Mechanical Android"

FuriousRamsayAllyDogTier1Ghost,entityclasses,Entity,"Trader Network Mechanical Dog"
FuriousRamsayAllyWolfTier2Ghost,entityclasses,Entity,"Trader Network Mechanical Wolf"
FuriousRamsayAllyLionTier3Ghost,entityclasses,Entity,"Trader Network Mechanical Lion"
FuriousRamsayAllyBearTier4Ghost,entityclasses,Entity,"Trader Network Mechanical Bear"
FuriousRamsayAllyNPCTier5Ghost,entityclasses,Entity,"Trader Network Mechanical Android"

FuriousRamsayCloakedAndroidMaster,entityclasses,Entity,"Black Shield Android"
FuriousRamsayCloakedBurnAndroid,entityclasses,Entity,"Cloaked Black Shield Fire Android"
FuriousRamsayCloakedShockAndroid,entityclasses,Entity,"Cloaked Black Shield Shock Android"
FuriousRamsayEnemyAndroid1,entityclasses,Entity,"Black Shield Battle Android"
FuriousRamsayEnemyAndroid2,entityclasses,Entity,"Black Shield Battle Android"
FuriousRamsayEnemyAndroid3,entityclasses,Entity,"Black Shield Battle Android"
FuriousRamsayEnemyAndroid4,entityclasses,Entity,"Black Shield Battle Android"
FuriousRamsayEnemyAndroid5,entityclasses,Entity,"Black Shield Battle Android"
FuriousRamsayEnemyAndroid6,entityclasses,Entity,"Black Shield Battle Android"
FuriousRamsayEnemyAndroid7,entityclasses,Entity,"Black Shield Battle Android"

qc_FuriousRamsayTier1_BlackShieldBoss,items,Quest,Black Shield Titans (Tier 1)
qc_FuriousRamsayTier2_BlackShieldBoss,items,Quest,Black Shield Titans (Tier 2)
qc_FuriousRamsayTier3_BlackShieldBoss,items,Quest,Black Shield Titans (Tier 3)
qc_FuriousRamsayTier4_BlackShieldBoss,items,Quest,Black Shield Titans (Tier 4)
qc_FuriousRamsayTier5_BlackShieldBoss,items,Quest,Black Shield Titans (Tier 5)

qc_FuriousRamsayTier1_Defend,items,Quest,Protect (Tier 1)
qc_FuriousRamsayTier2_Defend,items,Quest,Protect (Tier 2)
qc_FuriousRamsayTier3_Defend,items,Quest,Protect (Tier 3)
qc_FuriousRamsayTier4_Defend,items,Quest,Protect (Tier 4)
qc_FuriousRamsayTier5_Defend,items,Quest,Protect (Tier 5)

qc_FuriousRamsayGhostsTier1,items,Challenge,Ghosts (Tier 1)
qc_FuriousRamsayGhostsTier2,items,Challenge,Ghosts (Tier 2)
qc_FuriousRamsayGhostsTier3,items,Challenge,Ghosts (Tier 3)
qc_FuriousRamsayGhostsTier4,items,Challenge,Ghosts (Tier 4)
qc_FuriousRamsayGhostsTier5,items,Challenge,Ghosts (Tier 5)

qc_FuriousRamsayHordeTrainingTier1,items,Challenge,Horde Training (Tier 1)
qc_FuriousRamsayHordeTrainingTier2,items,Challenge,Horde Training (Tier 2)
qc_FuriousRamsayHordeTrainingTier3,items,Challenge,Horde Training (Tier 3)
qc_FuriousRamsayHordeTrainingTier4,items,Challenge,Horde Training (Tier 4)
qc_FuriousRamsayHordeTrainingTier5,items,Challenge,Horde Training (Tier 5)

qc_FuriousRamsayHuntTier1,items,Challenge,The Hunt (Tier 1)
qc_FuriousRamsayHuntTier2,items,Challenge,The Hunt (Tier 2)
qc_FuriousRamsayHuntTier3,items,Challenge,The Hunt (Tier 3)
qc_FuriousRamsayHuntTier4,items,Challenge,The Hunt (Tier 4)
qc_FuriousRamsayHuntTier5,items,Challenge,The Hunt (Tier 5)

qc_FuriousRamsayTier1_Decoys,items,Challenge,Decoys (Tier 1)
qc_FuriousRamsayTier2_Decoys,items,Challenge,Decoys (Tier 2)
qc_FuriousRamsayTier3_Decoys,items,Challenge,Decoys (Tier 3)
qc_FuriousRamsayTier4_Decoys,items,Challenge,Decoys (Tier 4)
qc_FuriousRamsayTier5_Decoys,items,Challenge,Decoys (Tier 5)

qc_FuriousRamsayTier1_minihorde,items,Challenge,Mini Horde (Tier 1)
qc_FuriousRamsayTier2_minihorde,items,Challenge,Mini Horde (Tier 2)
qc_FuriousRamsayTier3_minihorde,items,Challenge,Mini Horde (Tier 3)
qc_FuriousRamsayTier4_minihorde,items,Challenge,Mini Horde (Tier 4)
qc_FuriousRamsayTier5_minihorde,items,Challenge,Mini Horde (Tier 5)

qc_FuriousRamsayTier1_clearhold,items,Challenge,Hold and Fetch (Tier 1)
qc_FuriousRamsayTier2_clearhold,items,Challenge,Hold and Fetch (Tier 2)
qc_FuriousRamsayTier3_clearhold,items,Challenge,Hold and Fetch (Tier 3)
qc_FuriousRamsayTier4_clearhold,items,Challenge,Hold and Fetch (Tier 4)
qc_FuriousRamsayTier5_clearhold,items,Challenge,Hold and Fetch (Tier 5)

FuriousRamsaySpawnAllyDogTier1,items,Challenge,Mechanical Dog Prototype
FuriousRamsaySpawnAllyWolfTier2,items,Challenge,Mechanical Wolf Prototype
FuriousRamsaySpawnAllyLionTier3,items,Challenge,Mechanical Lion Prototype
FuriousRamsaySpawnAllyBearTier4,items,Challenge,Mechanical Bear Prototype
FuriousRamsaySpawnAllyNPCTier5,items,Challenge,Mechanical Android Prototype

FuriousRamsaySpawnAllyDogTier1Desc,items,Melee,"(SINGLE PLAYER ONLY) Chest containing a single Dog prototype that regens your stamina.\n\nHas 3 minutes of power."
FuriousRamsaySpawnAllyWolfTier2Desc,items,Melee,"(SINGLE PLAYER ONLY) Chest containing a single Wolf prototype that regens your health.\n\nHas 3 minutes of power."
FuriousRamsaySpawnAllyLionTier3Desc,items,Melee,"(SINGLE PLAYER ONLY) Chest containing a single Lion prototype that burns zombies.\n\nHas 3 minutes of power."
FuriousRamsaySpawnAllyBearTier4Desc,items,Melee,"(SINGLE PLAYER ONLY) Chest containing a single Bear prototype that knocks ennemies down via explosive damage.\n\nHas 3 minutes of power."
FuriousRamsaySpawnAllyNPCTier5Desc,items,Melee,"(SINGLE PLAYER ONLY) Chest containing a single Android prototype that stuns ennemies.\n\nHas 3 minutes of power."

qc_FuriousRamsaySpawnAllyDogTier1,items,Challenge,Mechanical Dog Dispatcher
qc_FuriousRamsaySpawnAllyWolfTier2,items,Challenge,Mechanical Wolf Dispatcher
qc_FuriousRamsaySpawnAllyLionTier3,items,Challenge,Mechanical Lion Dispatcher
qc_FuriousRamsaySpawnAllyBearTier4,items,Challenge,Mechanical Bear Dispatcher
qc_FuriousRamsaySpawnAllyNPCTier5,items,Challenge,Mechanical Android Dispatcher

qc_FuriousRamsaySpawnAllyDogTier1Desc,items,Quest - Challenge,"A Trader Network Dispatcher to call in a mechanical Dog prototype that regens your stamina.\n\nHas 3 minutes of power."
qc_FuriousRamsaySpawnAllyWolfTier2Desc,items,Quest - Challenge,"A Trader Network Dispatcher to call in a mechanical Wolf prototype that regens your health.\n\nHas 3 minutes of power."
qc_FuriousRamsaySpawnAllyLionTier3Desc,items,Quest - Challenge,"A Trader Network Dispatcher to call in a mechanical Lion that burns zombies.\n\nHas 3 minutes of power."
qc_FuriousRamsaySpawnAllyBearTier4Desc,items,Quest - Challenge,"A Trader Network Dispatcher to call in a mechanical Bear prototype that knocks ennemies down via explosive damage.\n\nHas 3 minutes of power."
qc_FuriousRamsaySpawnAllyNPCTier5Desc,items,Quest - Challenge,"A Trader Network Dispatcher to call in a mechanical Android prototype that stuns ennemies.\n\nHas 3 minutes of power."

quest_FuriousRamsayDefend_subtitle,quests,Quests,"Protect"
quest_FuriousRamsayDefend_description,quests,Quests,"The Trader wants me to defend one of their properties."
quest_FuriousRamsayDefend_title,quests,Quests,"Protect"
quest_FuriousRamsayDefendTier1_offer,quests,Quests,"The Black Shield faction is trying to expand their territory and has been attacking some of our properties.\n\nI need you to help defend [DECEA3]{poi.name}[-].\n\nOnce you give the signal, some of the locals will come lend a hand. They aren't trained fighters, but they'll fight for their territory."
quest_FuriousRamsayDefendTier2_offer,quests,Quests,"The Black Shield faction is at it again, damn these animals.\n\nNow they are targetting [DECEA3]{poi.name}[-].\n\nOnce you give the signal, some of the locals will come lend a hand. They aren't trained fighters, but they'll fight for their territory."
quest_FuriousRamsayDefendTier3_offer,quests,Quests,"Insane... I've had reports of the Black Shield experimenting on their own people as a means to increase their chance of success in attacking our properties.\n\nI need you to help defend [DECEA3]{poi.name}[-] from these monsters.\n\nOnce you give the signal, some of the locals will come lend a hand."
quest_FuriousRamsayDefendTier4_offer,quests,Quests,"They've pushed their experiments and these monsters are fast.\n\nReports are coming in on their next target. [DECEA3]{poi.name}[-].\n\nOnce you give the signal, some of the locals will come lend a hand, but I fear they'll get absolutely butchered by these things.\n\nBrace yourself and party up if you can."
quest_FuriousRamsayDefendTier5_offer,quests,Quests,"Their latest set of experiments are making them bigger and stronger. We need to start using some of our technology.\n\nI don't even know if we'll be able to successfully defend [DECEA3]{poi.name}[-].\n\nOnce you give the signal, we'll send in as many of our people as we can to assist, but you'll have to do most of the work.\n\nI'll even send some of our wolf prototypes. Stand next to them to help you heal. You'll need it. Oh and party up, you might need some of your friend's help."
quest_FuriousRamsayDefend_response,quests,Quests,Protect ([DECEA3]{poi.distance} {poi.direction}[-])
quest_FuriousRamsayDefend_statement,quests,Quests,Defend Trader Network property
quest_FuriousRamsayDefendTier1_completion,quests,Quests,"Thank you for helping protect our property. These attacks are increasing in frequency.\n\nWe may need your help for when they come back.\n\nHere's your reward, well earned."
quest_FuriousRamsayDefendTier2_completion,quests,Quests,"Thank you for helping protect our property. Their faction is slowly growing in numbers.\n\nWe will need your help for when they come back.\n\nHere's your reward, well earned."
quest_FuriousRamsayDefendTier3_completion,quests,Quests,"Thank you for helping protect our property. How are these monsters not attacking their own people?\n\nWe need to get better at building up our defenses.\n\nHere's your reward."
quest_FuriousRamsayDefendTier4_completion,quests,Quests,"Thank you for helping protect our property. How fast were they? \n\nWe're going to ramp up on our production of mechanical prototypes to assit.\n\nHere's your reward, well earned."
quest_FuriousRamsayDefendTier5_completion,quests,Quests,"Thank you for helping protect our property. I can't believe how strong these things are.\n\nI feel a faction war brewing.\n\nHere's your reward, well earned."

quest_FuriousRamsaySurprise_subtitle,quests,Quests,"Surprise!"
quest_FuriousRamsaySurprise_description,quests,Quests,"The Trader wants me to retrieve some supplies (weapons), set explosives to damage the Trader Network's property and get the hell out."
quest_FuriousRamsaySurprise_title,quests,Quests,"Surprise!"
quest_FuriousRamsaySurprise_response,quests,Quests,Surprise! ([DECEA3]{poi.distance} {poi.direction}[-])
quest_FuriousRamsaySurprise_statement,quests,Quests,Damage to the the Trader Network's property
quest_FuriousRamsaySurpriseTier1_offer,quests,Quests,"This is a solo mission as this has to be kept quiet. Go to [DECEA3]{poi.name}[-] and leave the Duke and his Trader Network a surprise they won't soon forget.\n\nWe desperately need some of their weapons, so you'll only be able to open the backpack you'll start with after you've retrieved those hidden supplies. That's the priority.\n\nFollowing the retrieval, you'll have 45 seconds to open the backpack and lay down an explosive charge... then another 30 seconds to lay down three mines as added insurance.\n\nOnce a charge is set, it'll blow about 10 seconds after, so make sure to be at least 10 meters away from the blast zone.\n\nCan't lay down the mines without setting the charge first, and we'll know. We always know."
quest_FuriousRamsaySurpriseTier1_completion,quests,Quests,"You've proven yourself to be quite the little demolitions expert.\n\nThis should leave a sour taste in these bastard's mouths.\n\nWell done, here is what I can offer you."
